ISO,Country,Data source,Sector,Gas,Unit,Year,Value
IDN,Indonesia,Climate Watch,Industrial Processes,CH4,MtCO₂e,1994,0.0
IDN,Indonesia,Climate Watch,Electricity/Heat,N2O,MtCO₂e,1994,0.11
IDN,Indonesia,Climate Watch,Transportation,CH4,MtCO₂e,1994,0.24
IDN,Indonesia,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,1994,0.5
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,1994,0.3
IDN,Indonesia,Climate Watch,Industrial Processes,N2O,MtCO₂e,1994,0.13
IDN,Indonesia,Climate Watch,Electricity/Heat,CH4,MtCO₂e,1994,0.03
IDN,Indonesia,Climate Watch,Energy,All GHG,MtCO₂e,1993,230.2
IDN,Indonesia,Climate Watch,Energy,CO2,MtCO₂e,1993,174.32
IDN,Indonesia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,1993,62.85
IDN,Indonesia,Climate Watch,Electricity/Heat,CO2,MtCO₂e,1993,62.7
IDN,Indonesia,Climate Watch,Waste,All GHG,MtCO₂e,1993,168.18
IDN,Indonesia,Climate Watch,Waste,CH4,MtCO₂e,1993,166.41
IDN,Indonesia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1993,32.96
IDN,Indonesia,Climate Watch,Transportation,All GHG,MtCO₂e,1993,41.43
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1993,32.19
IDN,Indonesia,Climate Watch,Transportation,CO2,MtCO₂e,1993,40.49
IDN,Indonesia,Climate Watch,Energy,CH4,MtCO₂e,1993,52.7
IDN,Indonesia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1993,11.51
IDN,Indonesia,Climate Watch,Industrial Processes,CO2,MtCO₂e,1993,10.77
IDN,Indonesia,Climate Watch,Energy,N2O,MtCO₂e,1993,3.18
IDN,Indonesia,Climate Watch,Transportation,N2O,MtCO₂e,1993,0.73
IDN,Indonesia,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1993,0.62
IDN,Indonesia,Climate Watch,Waste,N2O,MtCO₂e,1993,1.76
IDN,Indonesia,Climate Watch,Industrial Processes,CH4,MtCO₂e,1993,0.0
IDN,Indonesia,Climate Watch,Electricity/Heat,N2O,MtCO₂e,1993,0.12
IDN,Indonesia,Climate Watch,Transportation,CH4,MtCO₂e,1993,0.21
IDN,Indonesia,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,1993,0.48
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,1993,0.29
IDN,Indonesia,Climate Watch,Industrial Processes,N2O,MtCO₂e,1993,0.13
IDN,Indonesia,Climate Watch,Electricity/Heat,CH4,MtCO₂e,1993,0.04
IDN,Indonesia,Climate Watch,Energy,All GHG,MtCO₂e,1992,215.71
IDN,Indonesia,Climate Watch,Energy,CO2,MtCO₂e,1992,161.64
IDN,Indonesia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,1992,56.31
IDN,Indonesia,Climate Watch,Electricity/Heat,CO2,MtCO₂e,1992,56.17
IDN,Indonesia,Climate Watch,Waste,All GHG,MtCO₂e,1992,164.85
IDN,Indonesia,Climate Watch,Waste,CH4,MtCO₂e,1992,163.14
IDN,Indonesia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1992,29.89
IDN,Indonesia,Climate Watch,Transportation,All GHG,MtCO₂e,1992,38.81
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1992,29.15
IDN,Indonesia,Climate Watch,Transportation,CO2,MtCO₂e,1992,37.91
IDN,Indonesia,Climate Watch,Energy,CH4,MtCO₂e,1992,50.99
IDN,Indonesia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1992,10.54
IDN,Indonesia,Climate Watch,Industrial Processes,CO2,MtCO₂e,1992,9.78
IDN,Indonesia,Climate Watch,Energy,N2O,MtCO₂e,1992,3.08
IDN,Indonesia,Climate Watch,Transportation,N2O,MtCO₂e,1992,0.69
IDN,Indonesia,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1992,0.64
IDN,Indonesia,Climate Watch,Waste,N2O,MtCO₂e,1992,1.71
IDN,Indonesia,Climate Watch,Industrial Processes,CH4,MtCO₂e,1992,0.0
IDN,Indonesia,Climate Watch,Electricity/Heat,N2O,MtCO₂e,1992,0.11
IDN,Indonesia,Climate Watch,Transportation,CH4,MtCO₂e,1992,0.2
IDN,Indonesia,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,1992,0.46
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,1992,0.28
IDN,Indonesia,Climate Watch,Industrial Processes,N2O,MtCO₂e,1992,0.13
IDN,Indonesia,Climate Watch,Electricity/Heat,CH4,MtCO₂e,1992,0.03
IDN,Indonesia,Climate Watch,Energy,All GHG,MtCO₂e,1991,205.98
IDN,Indonesia,Climate Watch,Energy,CO2,MtCO₂e,1991,153.23
IDN,Indonesia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,1991,54.22
IDN,Indonesia,Climate Watch,Electricity/Heat,CO2,MtCO₂e,1991,54.09
IDN,Indonesia,Climate Watch,Waste,All GHG,MtCO₂e,1991,161.52
IDN,Indonesia,Climate Watch,Waste,CH4,MtCO₂e,1991,159.87
IDN,Indonesia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1991,28.38
IDN,Indonesia,Climate Watch,Transportation,All GHG,MtCO₂e,1991,36.7
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1991,27.66
IDN,Indonesia,Climate Watch,Transportation,CO2,MtCO₂e,1991,35.85
IDN,Indonesia,Climate Watch,Energy,CH4,MtCO₂e,1991,49.76
IDN,Indonesia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1991,9.88
IDN,Indonesia,Climate Watch,Industrial Processes,CO2,MtCO₂e,1991,9.09
IDN,Indonesia,Climate Watch,Energy,N2O,MtCO₂e,1991,2.99
IDN,Indonesia,Climate Watch,Transportation,N2O,MtCO₂e,1991,0.66
IDN,Indonesia,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1991,0.67
IDN,Indonesia,Climate Watch,Waste,N2O,MtCO₂e,1991,1.65
IDN,Indonesia,Climate Watch,Industrial Processes,CH4,MtCO₂e,1991,0.0
IDN,Indonesia,Climate Watch,Electricity/Heat,N2O,MtCO₂e,1991,0.11
IDN,Indonesia,Climate Watch,Transportation,CH4,MtCO₂e,1991,0.19
IDN,Indonesia,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,1991,0.45
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,1991,0.27
IDN,Indonesia,Climate Watch,Industrial Processes,N2O,MtCO₂e,1991,0.13
IDN,Indonesia,Climate Watch,Electricity/Heat,CH4,MtCO₂e,1991,0.03
IDN,Indonesia,Climate Watch,Energy,All GHG,MtCO₂e,1990,188.86
IDN,Indonesia,Climate Watch,Energy,CO2,MtCO₂e,1990,140.62
IDN,Indonesia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,1990,47.87
IDN,Indonesia,Climate Watch,Electricity/Heat,CO2,MtCO₂e,1990,47.75
IDN,Indonesia,Climate Watch,Waste,All GHG,MtCO₂e,1990,158.2
IDN,Indonesia,Climate Watch,Waste,CH4,MtCO₂e,1990,156.6
IDN,Indonesia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1990,28.51
IDN,Indonesia,Climate Watch,Transportation,All GHG,MtCO₂e,1990,32.98
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1990,27.81
IDN,Indonesia,Climate Watch,Transportation,CO2,MtCO₂e,1990,32.2
IDN,Indonesia,Climate Watch,Energy,CH4,MtCO₂e,1990,45.35
IDN,Indonesia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1990,8.54
IDN,Indonesia,Climate Watch,Industrial Processes,CO2,MtCO₂e,1990,7.72
IDN,Indonesia,Climate Watch,Energy,N2O,MtCO₂e,1990,2.89
IDN,Indonesia,Climate Watch,Transportation,N2O,MtCO₂e,1990,0.6
IDN,Indonesia,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1990,0.69
IDN,Indonesia,Climate Watch,Waste,N2O,MtCO₂e,1990,1.6
IDN,Indonesia,Climate Watch,Industrial Processes,CH4,MtCO₂e,1990,0.0
IDN,Indonesia,Climate Watch,Electricity/Heat,N2O,MtCO₂e,1990,0.09
IDN,Indonesia,Climate Watch,Transportation,CH4,MtCO₂e,1990,0.18
IDN,Indonesia,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,1990,0.43
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,1990,0.26
IDN,Indonesia,Climate Watch,Industrial Processes,N2O,MtCO₂e,1990,0.12
IDN,Indonesia,Climate Watch,Electricity/Heat,CH4,MtCO₂e,1990,0.03
